,coords,col_2,type,nom,dict
561,"[45.9994, 6.16701]","[0.822442, 0.5688489999999999]",AS,Cr&ecirc;ts Blancs,{'roadname': 'A410'}
562,"[45.9994, 6.16701]","[-0.7598389999999999, -0.650111]",AS,Groisy,{'roadname': 'A410'}
563,"[45.9897, 6.12743]","[-0.25881899999999997, 0.965926]",BA,Barri&egrave;re de Saint Martin Bellevue,{'roadname': 'A41N'}
564,"[45.993, 6.12665]","[0, 1]",EC,Cruseilles,"{'numero': '18', 'roadname': 'A41N'}"
565,"[46.0005, 6.1260200000000005]","[0, 1]",BI,Saint Martin Bellevue,"{'numero': '5', 'roadname': 'A410'}"
566,"[45.9962, 6.12681]","[0, 1]",BI,Saint Martin Bellevue,"{'numero': '1', 'roadname': 'A410'}"
567,"[45.4452, 6.28496]","[0.25038000000000005, 0.968148]",AR,Saint L&eacute;ger,{'roadname': 'A43'}
568,"[45.477, 6.28858]","[-0.21234799999999998, -0.977194]",AR,Saint Pierre de Belleville,{'roadname': 'A43'}
569,"[45.4728, 6.28796]","[0, 1]",EC,Epierre,"{'numero': '25', 'roadname': 'A43'}"
570,"[45.5591, 6.23989]","[0, 1]",EC,Aiguebelle,"{'numero': '24', 'roadname': 'A43'}"
571,"[45.5591, 6.23989]","[0, 1]",EC,Aiton,"{'numero': '24', 'roadname': 'A43'}"
572,"[45.5666, 6.22089]","[0, 1]",BI,Jonction A43/A430,{'roadname': 'A43'}
573,"[45.5667, 6.22082]","[0, 1]",BI,Jonction A43/A430,{'roadname': 'A430'}
574,"[45.62, 6.31188]","[0.766044, 0.642788]",BA,Barri&egrave;re de Sainte H&eacute;l&egrave;ne,{'roadname': 'A430'}
575,"[45.6232, 6.31905]","[0, 1]",EC,Frontenex,"{'numero': '24', 'roadname': 'A430'}"
576,"[45.6494, 6.34164]","[0, 1]",LI,Limite A430,{'roadname': 'A430'}
577,"[45.817, 6.95402]","[0.642788, -0.766044]",BA,P&eacute;age Tunnel du Mont Blanc - Italie,{'roadname': 'T1'}
578,"[45.9219, 6.66397]","[0.8660249999999999, -0.5]",AR,Passy Mt Blanc,{'roadname': 'A40'}
579,"[45.9098, 6.70914]","[0, 1]",EC,Le Fayet,"{'numero': '22', 'roadname': 'A40'}"
580,"[45.9129, 6.6899]","[0, 1]",EC,Passy St Gervais,"{'numero': '21', 'roadname': 'A40'}"
581,"[45.9631, 6.62985]","[0, 1]",EC,Sallanches,"{'numero': '20', 'roadname': 'A40'}"
582,"[45.9012, 6.86057]","[-0.642788, 0.766044]",BA,P&eacute;age Tunnel du Mont Blanc - France,{'roadname': 'T1'}
583,"[45.9012, 6.86059]","[0.642788, -0.766044]",BA,P&eacute;age Tunnel du Mont Blanc - France,{'roadname': 'T1'}
584,"[45.9099, 6.85659]","[0, 1]",PO,Rond Point de la Vigie,{'roadname': 'RN205'}
585,"[46.114, 5.29108]","[0.278991, -0.960294]",AR,Certines,{'roadname': 'A40'}
586,"[46.0878, 5.38018]","[-0.9848079999999999, 0.173648]",AR,Neuville,{'roadname': 'A40'}
587,"[46.114, 5.29108]","[-0.123775, 0.9923100000000001]",AR,Tossiat,{'roadname': 'A40'}
588,"[46.0697, 5.32839]","[0, 1]",BI,Jonction A40/A42,{'roadname': 'A42'}
589,"[46.0455, 5.32498]","[0, 1]",EC,Pont d&apos;Ain,"{'numero': '9', 'roadname': 'A42'}"
590,"[46.1165, 5.49102]","[0.642788, 0.766044]",AS,Ceignes Cerdon,{'roadname': 'A40'}
591,"[46.1165, 5.49102]","[-0.642788, -0.766044]",AS,Ceignes Haut Bugey,{'roadname': 'A40'}
592,"[46.1468, 5.29167]","[0, 1]",EC,Bourg en Bresse sud,"{'numero': '7', 'roadname': 'A40'}"
593,"[46.1356, 5.5407]","[0, 1]",BI,Jonction A40/A404,{'roadname': 'A404'}
594,"[46.1356, 5.5407]","[0, 1]",BI,Jonction A404/A40,{'roadname': 'A40'}
595,"[46.1795, 5.56106]","[0, 1]",EC,Croix Ch&acirc;lon,"{'numero': '9', 'roadname': 'A404'}"
596,"[46.1387, 5.5415]","[0, 1]",EC,St Martin du Fresne,"{'numero': '8', 'roadname': 'A404'}"
597,"[46.1347, 5.54201]","[0, 1]",EC,St Martin du Fresne,"{'numero': '8', 'roadname': 'A40'}"
598,"[46.1581, 5.65019]","[0.424041, 0.905643]",AR,Le Lac,{'roadname': 'A40'}
599,"[46.1581, 5.65019]","[-0.7859649999999999, -0.618271]",AR,Neyrolles,{'roadname': 'A40'}
600,"[46.1557, 5.64782]","[0, 1]",EC,Sylans,"{'numero': '9', 'roadname': 'A40'}"
601,"[46.2044, 5.29541]","[-0.0048869, 0.999988]",AS,Bourg Jasseron,{'roadname': 'A40'}
602,"[46.2044, 5.29541]","[0.0495471, -0.998772]",AS,Bourg Teyssonge,{'roadname': 'A40'}
603,"[46.2353, 5.27904]","[0, 1]",EC,Viriat,"{'numero': '6', 'roadname': 'A40'}"
604,"[46.2237, 5.61404]","[0.573576, 0.819152]",BA,Barri&egrave;re de Groissiat,{'roadname': 'A404'}
605,"[46.2613, 5.63447]","[0, 1]",EC,Oyonnax,"{'numero': '11', 'roadname': 'A404'}"
606,"[46.2689, 5.64645]","[0, 1]",EC,Oyonnax Z.I. Nord,"{'numero': '12', 'roadname': 'A404'}"
607,"[46.234, 5.61812]","[0, 1]",EC,Oyonnax Z.I. Sud,"{'numero': '10', 'roadname': 'A404'}"
608,"[46.2849, 5.66186]","[0, 1]",EC,Oyonnax A&eacute;rodrome,{'roadname': 'A404'}
609,"[46.0669, 5.86645]","[0, 1]",EC,Eloise,"{'numero': '11', 'roadname': 'A40'}"
610,"[46.1538, 5.78727]","[0.355433, -0.9347019999999999]",AR,La Michaille,{'roadname': 'A40'}
611,"[46.1536, 5.78752]","[0.469163, -0.883111]",AR,La Michaille,{'roadname': 'A40'}
612,"[46.1538, 5.78727]","[-0.355433, 0.9347019999999999]",AR,La Semine,{'roadname': 'A40'}
613,"[46.1536, 5.78752]","[-0.49727699999999997, 0.8675919999999999]",AR,La Semine,{'roadname': 'A40'}
614,"[46.1187, 5.79712]","[0, 1]",EC,Bellegarde,"{'numero': '10', 'roadname': 'A40'}"
615,"[46.0969, 5.96407]","[-0.965926, -0.25881899999999997]",AS,Valleiry,{'roadname': 'A40'}
616,"[46.0969, 5.96407]","[0.965926, 0.25881899999999997]",AS,Valleiry,{'roadname': 'A40'}
617,"[46.0486, 6.08114]","[0, 1]",EC,Copponex,"{'numero': '19', 'roadname': 'A41N'}"
618,"[46.1201, 6.00953]","[-0.9961949999999999, -0.0871557]",BA,Barri&egrave;re de Viry,{'roadname': 'A40'}
619,"[46.1335, 6.10039]","[0, 1]",BI,Jonction A40/A41,{'roadname': 'A40'}
620,"[46.1372, 6.12082]","[0, 1]",EC,Archamps,"{'numero': '13.1', 'roadname': 'A40'}"
621,"[46.1314, 6.08873]","[0, 1]",EC,St Julien en Genevois,"{'numero': '13', 'roadname': 'A40'}"
622,"[46.1485, 6.09559]","[0, 1]",LI,Bardonnex (Fronti&egrave;re suisse),{'roadname': 'A41'}
623,"[46.1336, 6.10031]","[0, 1]",BI,Jonction A41/A40,"{'numero': '1', 'roadname': 'A41N'}"
624,"[46.1335, 6.10047]","[0, 1]",BI,Jonction A41/A40,"{'numero': '14', 'roadname': 'A41N'}"
625,"[46.4424, 5.2739]","[0, 1]",EC,Beaupont,"{'numero': '10', 'roadname': 'A39'}"
626,"[46.4957, 5.31395]","[1.22465e-16, -1]",AS,Poulet de Bresse,{'roadname': 'A39'}
627,"[46.4957, 5.31395]","[0, 1]",AS,Poulet de Bresse,{'roadname': 'A39'}
628,"[46.5467, 5.33149]","[0, 1]",EC,Le Miroir,"{'numero': '9', 'roadname': 'A39'}"
629,"[46.6196, 5.37464]","[-0.48068299999999997, -0.876895]",AR,La Valliere,{'roadname': 'A39'}
630,"[46.6196, 5.37464]","[0.312169, 0.950027]",AR,Savigny,{'roadname': 'A39'}
631,"[46.0464, 6.26238]","[0.724533, 0.6892400000000001]",AR,Eteaux,{'roadname': 'A410'}
632,"[46.0464, 6.26238]","[-0.9432809999999999, -0.331997]",AR,Evires,{'roadname': 'A410'}
633,"[46.0723, 6.38359]","[0, 1]",EC,Bonneville Ouest,"{'numero': '16', 'roadname': 'A40'}"
634,"[46.0748, 6.29068]","[0, 1]",EC,La Roche sur Foron,"{'numero': '19', 'roadname': 'A410'}"
635,"[46.1616, 6.1892]","[-0.717519, -0.696539]",AR,T&eacute;l&eacute;ph&eacute;rique du Sal&egrave;ve,{'roadname': 'A40'}
636,"[46.1818, 6.22796]","[0, 1]",BI,Jonction A40/A411,{'roadname': 'A40'}
637,"[46.1812, 6.22974]","[0, 1]",EC,Annemasse,"{'numero': '14', 'roadname': 'A40'}"
638,"[46.1881, 6.20292]","[0, 1]",LI,Vallard (Fronti&egrave;re suisse),{'roadname': 'A411'}
639,"[46.153, 6.2951]","[-0.939693, 0.34202000000000005]",BA,Barri&egrave;re de Nangy,{'roadname': 'A40'}
640,"[46.121, 6.33014]","[0, 1]",BI,Jonction A40/A410,{'roadname': 'A40'}
641,"[46.1412, 6.3164]","[0, 1]",EC,Vall&eacute;e Verte,"{'numero': '15', 'roadname': 'A40'}"
642,"[46.1201, 6.33098]","[0, 1]",BI,Jonction A410/A40,"{'numero': '1', 'roadname': 'A410'}"
643,"[46.122, 6.32929]","[0, 1]",BI,Jonction A410/A40,"{'numero': '5', 'roadname': 'A410'}"
644,"[46.065, 6.40973]","[-1, -1.83697e-16]",AS,Bonneville,{'roadname': 'A40'}
645,"[46.065, 6.40973]","[1, 6.12323e-17]",AS,Bonneville,{'roadname': 'A40'}
646,"[46.0703, 6.43152]","[0, 1]",EC,Bonneville Est,"{'numero': '17', 'roadname': 'A40'}"
647,"[46.0469, 6.5966000000000005]","[-0.9848079999999999, 0.173648]",BA,Barri&egrave;re de Cluses,{'roadname': 'A40'}
648,"[46.0478, 6.59248]","[0, 1]",EC,Cluses,"{'numero': '19', 'roadname': 'A40'}"
649,"[46.0695, 6.54633]","[0, 1]",EC,Scionzier,"{'numero': '18', 'roadname': 'A40'}"
650,"[47.0732, 4.92338]","[0.37687099999999996, 0.9262659999999999]",AR,Corgoloin,{'roadname': 'A31'}
651,"[47.0733, 4.92321]","[-0.382038, -0.9241459999999999]",AR,Serrigny,{'roadname': 'A31'}
652,"[47.0453, 5.00745]","[-0.986429, -0.164187]",AR,Argilly,{'roadname': 'A36'}
653,"[47.0453, 5.00745]","[0.9994329999999999, -0.0336785]",AR,Villy  le  Moutier,{'roadname': 'A36'}
654,"[47.0313, 5.10838]","[0.9972759999999999, 0.07376039999999999]",AS,Bois Guillerot,{'roadname': 'A36'}
655,"[47.0313, 5.10838]","[-0.9999, 0.014136699999999999]",AS,Glanon,{'roadname': 'A36'}
656,"[47.0324, 5.17024]","[0, 1]",EC,Seurre,"{'numero': '1', 'roadname': 'A36'}"
657,"[47.1468, 4.99008]","[0.4272, 0.904157]",AR,Boncourt le Bois,{'roadname': 'A31'}
658,"[47.1465, 4.98968]","[-0.325073, -0.945689]",AR,Flagey Echezeaux,{'roadname': 'A31'}
659,"[47.1289, 4.97106]","[0, 1]",EC,Nuits Saint Georges,"{'numero': '1', 'roadname': 'A31'}"
660,"[47.2202, 5.00642]","[0.287361, 0.957822]",AS,Gevrey Chambertin,{'roadname': 'A31'}
661,"[47.2202, 5.00642]","[-0.402587, -0.9153819999999999]",AS,Gevrey Chambertin,{'roadname': 'A31'}
662,"[47.2381, 5.02378]","[0, 1]",BI,Jonction A31/A311,{'roadname': 'A31'}
663,"[47.2381, 5.02378]","[0, 1]",BI,Jonction A311/A31,{'roadname': 'A311'}
664,"[47.2387, 5.26131]","[-0.6251059999999999, 0.78054]",AR,Beire le Fort,{'roadname': 'A39'}
665,"[47.2432, 5.2485800000000005]","[0.621695, -0.7832600000000001]",AR,Bois D&eacute;fendu,{'roadname': 'A39'}
666,"[47.2617, 5.03405]","[0.29237199999999997, 0.956305]",BA,Barri&egrave;re de Dijon Sud,{'roadname': 'A311'}
667,"[47.2737, 5.04026]","[0, 1]",EC,Chenove - Dijon Sud,{'roadname': 'A311'}
668,"[47.2591, 5.0335]","[0, 1]",EC,Terminal Rail-Route,{'roadname': 'A311'}
669,"[47.3326, 4.97836]","[0, 1]",BI,Jonction A38/Liaison Nord,{'roadname': 'A38'}
670,"[47.3372, 4.96615]","[0, 1]",EC,Plombi&egrave;res l&egrave;s Dijon,"{'numero': '33', 'roadname': 'A38'}"
671,"[47.2768, 5.13809]","[0.8660249999999999, -0.5]",BA,Barri&egrave;re de Crimolois,{'roadname': 'A39'}
672,"[47.2746, 5.14524]","[0, 1]",BI,Jonction A31/A39,{'roadname': 'A31'}
673,"[47.3031, 5.07611]","[0, 1]",BI,Jonction A39/RN274 (Franche-Comt&eacute;),{'roadname': 'A39'}
674,"[47.2793, 5.13105]","[0, 1]",EC,Crimolois,"{'numero': '3', 'roadname': 'A39'}"
675,"[47.2992, 5.08232]","[0, 1]",EC,Neuilly-l&egrave;s-Dijon,"{'numero': '2', 'roadname': 'A39'}"
676,"[47.3198, 5.17103]","[0.10504899999999999, -0.994467]",AR,La Tille,{'roadname': 'A31'}
677,"[47.3198, 5.17103]","[-0.10921399999999999, 0.994018]",AR,Pr&eacute; d&apos;azur,{'roadname': 'A31'}
678,"[47.3448, 5.16395]","[0, 1]",EC,Arc sur Tille,"{'numero': '4', 'roadname': 'A31'}"
679,"[47.4235, 5.17206]","[0.174336, -0.984686]",AS,Dijon - Brognon,{'roadname': 'A31'}
680,"[47.4235, 5.17206]","[-0.228521, 0.9735389999999999]",AS,Dijon-Spoy,{'roadname': 'A31'}
681,"[47.541, 5.19856]","[0, 1]",EC,Til Ch&acirc;tel,"{'numero': '5', 'roadname': 'A31'}"
682,"[47.5865, 5.20993]","[0.316311, -0.9486549999999999]",AR,Sainte Gertrude,{'roadname': 'A31'}
683,"[47.5865, 5.20993]","[0.044839899999999995, 0.9989939999999999]",AR,Villa des Thuilli&egrave;res,{'roadname': 'A31'}
684,"[47.6906, 5.18397]","[0.218143, 0.9759169999999999]",AR,Combe Suzon,{'roadname': 'A31'}
685,"[47.6906, 5.18397]","[-0.0954983, -0.99543]",AR,Fontenelle,{'roadname': 'A31'}
686,"[47.8145, 5.22383]","[-0.0812427, -0.996694]",AS,Langres - Perrogney,{'roadname': 'A31'}
687,"[47.8145, 5.22383]","[-0.0345506, 0.9994029999999999]",AS,Langres-Noidant,{'roadname': 'A31'}
688,"[47.7966, 5.22456]","[0.116671, 0.9931709999999999]",AS,Parking s&eacute;curis&eacute; PL Park+,{'roadname': 'A31'}
689,"[47.7902, 5.22288]","[0, 1]",EC,Langres sud,"{'numero': '6', 'roadname': 'A31'}"
690,"[47.9137, 5.22192]","[0, 1]",BI,Jonction A31/A5,{'roadname': 'A31'}
691,"[47.9632, 5.14907]","[0.406418, -0.9136869999999999]",AR,Bois Moyen,{'roadname': 'A5'}
692,"[47.9632, 5.14907]","[-0.446354, 0.894856]",AR,Champ &agrave; la Croix,{'roadname': 'A5'}
693,"[48.0562, 4.95837]","[0.796213, -0.605016]",AS,Ch&acirc;teau Villain - Val Marnay,{'roadname': 'A5'}
694,"[48.0562, 4.95837]","[-0.712761, 0.701407]",AS,Ch&acirc;teauvillain - Orges,{'roadname': 'A5'}
695,"[48.0398, 5.06077]","[0, 1]",EC,Chaumont,"{'numero': '24', 'roadname': 'A5'}"
696,"[46.6651, 5.42347]","[0, 1]",EC,Beaurep&egrave;re,"{'numero': '8', 'roadname': 'A39'}"
697,"[46.7766, 5.52103]","[-0.573576, -0.819152]",AS,Jura,{'roadname': 'A39'}
698,"[46.7766, 5.52103]","[0.573576, 0.819152]",AS,Jura,{'roadname': 'A39'}
699,"[46.777, 5.52155]","[0, 1]",EC,Arlay,"{'numero': '7.1', 'roadname': 'A39'}"
700,"[46.8705, 5.58134]","[0.198342, 0.9801329999999999]",AR,Chat Perch&eacute;,{'roadname': 'A39'}
701,"[46.8705, 5.58134]","[-0.170381, -0.985378]",AR,La Jument Verte,{'roadname': 'A39'}
702,"[46.8493, 5.57453]","[0.766044, -0.642788]",BA,Barri&egrave;re de Bersaillin,{'roadname': 'A391'}
703,"[46.8525, 5.57105]","[0, 1]",BI,Jonction A39/A391,"{'numero': '7', 'roadname': 'A39'}"
704,"[46.848, 5.57605]","[0, 1]",EC,Bersaillin,"{'numero': '7', 'roadname': 'A391'}"
705,"[46.8415, 5.62084]","[0, 1]",EC,Poligny,{'roadname': 'A391'}
706,"[46.8415, 5.62084]","[0, 1]",LI,D&eacute;but concession A391,{'roadname': 'A391'}
707,"[46.8415, 5.62084]","[0, 1]",LI,Fin concession A391,{'roadname': 'A391'}
708,"[47.0653, 5.29961]","[0.981124, 0.193378]",AR,Les Noues,{'roadname': 'A36'}
709,"[47.0653, 5.29961]","[-0.889257, -0.457408]",AR,St Jean de Losne,{'roadname': 'A36'}
710,"[47.0676, 5.43849]","[0, 1]",EC,Choisey,"{'numero': '6', 'roadname': 'A39'}"
711,"[46.9873, 5.50381]","[0.254602, -0.967046]",AR,La Vouivre,{'roadname': 'A39'}
712,"[46.9873, 5.50381]","[-0.202616, 0.979258]",AR,Louis Pasteur,{'roadname': 'A39'}
713,"[47.1304, 5.43519]","[-0.929326, -0.36926000000000003]",AR,Bois des Potets,{'roadname': 'A36'}
714,"[47.1304, 5.43519]","[0.988282, 0.152641]",AR,Sampans,{'roadname': 'A36'}
715,"[47.1222, 5.39087]","[0, 1]",BI,Jonction A36/A39,{'roadname': 'A36'}
716,"[47.1824, 5.33366]","[0.51414, -0.857706]",AS,Pont Ch&ecirc;ne d&apos;Argent,{'roadname': 'A39'}
717,"[47.1824, 5.33366]","[-0.506636, 0.86216]",AS,Pont Val de Sa&ocirc;ne,{'roadname': 'A39'}
718,"[47.2026, 5.30447]","[0, 1]",EC,Soirans,"{'numero': '5', 'roadname': 'A39'}"
719,"[47.1482, 5.58263]","[0.9848079999999999, 0.173648]",AS,Audelange,{'roadname': 'A36'}
720,"[47.1482, 5.58263]","[-0.9848079999999999, -0.173648]",AS,Romange,{'roadname': 'A36'}
721,"[47.1385, 5.51046]","[0, 1]",EC,D&ocirc;le,"{'numero': '2', 'roadname': 'A36'}"
722,"[47.1385, 5.51047]","[0, 1]",EC,D&ocirc;le,"{'numero': '2', 'roadname': 'A36'}"
723,"[47.1862, 5.70929]","[0, 1]",EC,Gendrey,"{'numero': '2.1', 'roadname': 'A36'}"
724,"[47.1901, 5.75087]","[-0.972614, -0.232427]",AR,Hyombre,{'roadname': 'A36'}
725,"[47.2144, 5.85425]","[0.8660249999999999, 0.5]",AR,Bois de Servole,{'roadname': 'A36'}
726,"[47.2354, 5.89393]","[0, 1]",EC,Besan&ccedil;on Ouest,"{'numero': '3', 'roadname': 'A36'}"
727,"[47.2708, 5.92911]","[0.404024, 0.914748]",AR,Bois de Frachere,{'roadname': 'A36'}
728,"[47.2708, 5.92911]","[-0.7905829999999999, -0.612355]",AR,Pelousey,{'roadname': 'A36'}
729,"[47.2783, 5.9839]","[0, 1]",EC,Besan&ccedil;on Nord,"{'numero': '4', 'roadname': 'A36'}"
730,"[47.328, 6.12584]","[-0.8458209999999999, -0.533467]",AS,Champoux,{'roadname': 'A36'}
731,"[47.328, 6.12584]","[0.8361900000000001, 0.548439]",AS,Marchaux,{'roadname': 'A36'}
732,"[47.3358, 6.15319]","[0, 1]",EC,Besan&ccedil;on Est,"{'numero': '4.1', 'roadname': 'A36'}"
733,"[47.3449, 6.25678]","[1, 6.12323e-17]",AR,Chevaney,{'roadname': 'A36'}
734,"[47.3449, 6.25678]","[-1, -1.83697e-16]",AR,Grands Brocards,{'roadname': 'A36'}
735,"[47.3745, 6.38047]","[0, 1]",EC,Baume les Dames,"{'numero': '5', 'roadname': 'A36'}"
736,"[47.4055, 6.44571]","[-0.8660249999999999, -0.5]",AR,Boulet,{'roadname': 'A36'}
737,"[47.4055, 6.44571]","[0.8660249999999999, 0.5]",AR,Combe-Foug&egrave;re,{'roadname': 'A36'}
738,"[47.4112, 6.55]","[0.955742, 0.294207]",AR,Charme,{'roadname': 'A36'}
739,"[47.4122, 6.55867]","[-0.9955459999999999, -0.0942821]",AR,Galiot,{'roadname': 'A36'}
740,"[47.4161, 6.58111]","[0, 1]",EC,Isle sur le Doubs,"{'numero': '6', 'roadname': 'A36'}"
741,"[47.4424, 6.72961]","[-0.682126, -0.731235]",AS,Ecot,{'roadname': 'A36'}
742,"[47.4424, 6.72961]","[0.686707, 0.726934]",AS,Ecot,{'roadname': 'A36'}
743,"[47.4253, 6.67112]","[-0.8660249999999999, 0.5]",BA,Barri&egrave;re de Saint Maurice,{'roadname': 'A36'}
744,"[47.46, 6.76086]","[0, 1]",EC,Voujeaucourt,"{'numero': '6.1', 'roadname': 'A36'}"
745,"[47.5005, 6.81959]","[0, 1]",EC,Montbeliard centre,"{'numero': '8', 'roadname': 'A36'}"
746,"[47.4862, 6.80997]","[0, 1]",EC,Montb&eacute;liard Sud - Voujeaucourt (1/2 &eacute;changeur Arbouans),"{'numero': '7', 'roadname': 'A36'}"
747,"[47.4861, 6.80998]","[0, 1]",EC,Montb&eacute;liard Sud - Voujeaucourt (1/2 &eacute;changeur Arbouans),"{'numero': '7', 'roadname': 'A36'}"
748,"[47.4823, 6.79961]","[0, 1]",EC,Montb&eacute;liard Sud - Voujeaucourt (1/2 &eacute;changeur Voujeaucourt),"{'numero': '7', 'roadname': 'A36'}"
749,"[47.5091, 6.83959]","[0, 1]",EC,Sochaux Exincourt,"{'numero': '9', 'roadname': 'A36'}"
750,"[47.5426, 6.86299]","[-0.0855908, -0.99633]",AR,Dambenois,{'roadname': 'A36'}
751,"[47.5247, 6.8563]","[0, 1]",EC,Brognard,"{'numero': '10', 'roadname': 'A36'}"
752,"[47.6195, 6.85864]","[0, 1]",EC,Belfort sud,"{'numero': '12', 'roadname': 'A36'}"
753,"[47.585, 6.85584]","[0, 1]",EC,S&eacute;venans,"{'numero': '11', 'roadname': 'A36'}"
754,"[47.6542, 6.93325]","[-0.757907, -0.6523629999999999]",AR,Grands - Pr&eacute;s,{'roadname': 'A36'}
755,"[47.6651, 6.95502]","[0.618271, 0.7859649999999999]",AR,La For&ecirc;t,{'roadname': 'A36'}
756,"[47.6365, 6.88127]","[0, 1]",EC,Belfort centre,"{'numero': '13', 'roadname': 'A36'}"
757,"[47.6483, 6.91675]","[0, 1]",EC,Belfort nord,"{'numero': '14', 'roadname': 'A36'}"
758,"[47.6968, 7.02224]","[-0.434131, -0.90085]",AR,Angeot,{'roadname': 'A36'}
759,"[47.6968, 7.02224]","[0.476545, 0.8791500000000001]",AR,Haut-Bois,{'roadname': 'A36'}
760,"[47.6759, 6.98172]","[-0.8660249999999999, -0.5]",BA,Barri&egrave;re de Fontaine,{'roadname': 'A36'}
761,"[47.6739, 6.97529]","[0, 1]",EC,Fontaine,"{'numero': '14.1', 'roadname': 'A36'}"
762,"[47.7166, 7.13779]","[-0.8047900000000001, -0.593559]",AS,Porte d&apos;Alsace 1,{'roadname': 'A36'}
763,"[47.7166, 7.13779]","[0.8698400000000001, 0.49333499999999997]",AS,Porte d&apos;alsace 2,{'roadname': 'A36'}
764,"[47.7265, 7.16845]","[0, 1]",EC,Burnhaupt,"{'numero': '15', 'roadname': 'A36'}"
765,"[47.7474, 7.27585]","[0, 1]",EC,Lutterbach,"{'numero': '16', 'roadname': 'A36'}"
766,"[47.9438, 5.30246]","[-0.946029, -0.324083]",AR,C&ocirc;te Robert,{'roadname': 'A31'}
767,"[47.9438, 5.30246]","[0.454146, 0.8909269999999999]",AR,Val de Gris,{'roadname': 'A31'}
768,"[47.9307, 5.28757]","[0, 1]",EC,Langres nord,"{'numero': '7', 'roadname': 'A31'}"
769,"[47.9762, 5.49826]","[-0.343987, -0.938974]",AS,Montigny le Roi,{'roadname': 'A31'}
770,"[47.9762, 5.49826]","[0.591169, 0.8065479999999999]",AS,Val de Meuse,{'roadname': 'A31'}
771,"[47.9945, 5.51321]","[0, 1]",EC,Montigny,"{'numero': '8', 'roadname': 'A31'}"
772,"[48.1473, 5.68863]","[0.451345, 0.8923500000000001]",AR,Bois de Chaumont,{'roadname': 'A31'}
773,"[48.1473, 5.68863]","[-0.642788, -0.766044]",AR,Grand Repenti,{'roadname': 'A31'}
774,"[48.1475, 5.68842]","[0, 1]",EC,Rob&eacute;court,"{'numero': '8.1', 'roadname': 'A31'}"
775,"[48.2198, 5.83577]","[0, 1]",EC,Bulgn&eacute;ville,"{'numero': '9', 'roadname': 'A31'}"
776,"[48.2681, 5.86172]","[0.19697299999999998, -0.980409]",AS,Sandaucourt la Trelle,{'roadname': 'A31'}
777,"[48.2681, 5.86172]","[-0.0230363, 0.9997349999999999]",AS,Sandaucourt les Rappes,{'roadname': 'A31'}
778,"[48.3007, 5.85746]","[0, 1]",EC,Ch&acirc;tenois,"{'numero': '10', 'roadname': 'A31'}"
779,"[48.4262, 5.86013]","[-0.0296662, -0.9995600000000001]",AR,Grand chene,{'roadname': 'A31'}
780,"[48.4262, 5.86013]","[-0.173648, 0.9848079999999999]",AR,Val au Renard,{'roadname': 'A31'}
781,"[48.5084, 5.9127]","[-0.141074, -0.989999]",AR,Faverosse,{'roadname': 'A31'}
782,"[48.5084, 5.9127]","[0.186353, 0.982483]",AR,Malvaux,{'roadname': 'A31'}
783,"[48.5366, 5.90629]","[0, 1]",EC,Colombey les belles,"{'numero': '11', 'roadname': 'A31'}"
784,"[48.6606, 5.90969]","[0.7071069999999999, 0.7071069999999999]",AS,Toul Chaudeney,{'roadname': 'A31'}
785,"[48.6606, 5.90969]","[-0.7071069999999999, -0.7071069999999999]",AS,Toul Dommartin,{'roadname': 'A31'}
786,"[48.6297, 5.8833400000000005]","[-0.0871557, 0.9961949999999999]",BA,Barri&egrave;re de Gye,{'roadname': 'A31'}
787,"[48.6532, 5.88342]","[0, 1]",BI,Jonction A31/N4,"{'numero': '12', 'roadname': 'A31'}"
788,"[48.8816, 6.09653]","[0, 1]",BI,Jonction A31/A313,{'roadname': 'A313'}
789,"[48.8955, 6.07423]","[0, 1]",LI,Limite A313,{'roadname': 'A313'}
790,"[48.5759, 6.17448]","[0, 1]",EC,Flavigny sur Moselle,"{'numero': '7', 'roadname': 'A330'}"
791,"[48.5759, 6.17448]","[0, 1]",EC,Flavigny sur Moselle,"{'numero': '7', 'roadname': 'A330'}"
792,"[48.6397, 6.1813]","[0, 1]",EC,Houdemont Les Egrez,"{'numero': '3', 'roadname': 'A330'}"
793,"[48.6354, 6.18177]","[0, 1]",EC,Fl&eacute;ville,"{'numero': '4', 'roadname': 'A330'}"
794,"[48.6264, 6.18367]","[0, 1]",BI,Jonction A33/A330,{'roadname': 'A330'}
795,"[48.6641, 6.18924]","[0, 1]",LI,Fin A330,{'roadname': 'A330'}
796,"[48.6501, 6.18148]","[0, 1]",EC,1/2 Echangeur Heillecourt,"{'numero': '2', 'roadname': 'A330'}"
797,"[48.658500000000004, 6.18589]","[0, 1]",EC,1/2 Echangeur Vandoeuvre,"{'numero': '1', 'roadname': 'A330'}"
798,"[48.6174, 6.18001]","[0, 1]",EC,Ludres,"{'numero': '5', 'roadname': 'A330'}"
799,"[48.611, 6.17654]","[0, 1]",EC,Richardm&eacute;nil,"{'numero': '6', 'roadname': 'A330'}"
800,"[48.6397, 6.1813]","[0, 1]",EC,1/2 Echangeur Houdemont Les Egrez,"{'numero': '3', 'roadname': 'A330'}"
801,"[48.6501, 6.18148]","[0, 1]",EC,Heillecourt,"{'numero': '2', 'roadname': 'A330'}"
802,"[48.6354, 6.18177]","[0, 1]",EC,Fl&eacute;ville,"{'numero': '4', 'roadname': 'A330'}"
